,body_text,label
1217,url http www aaronsw com weblog 000641 date 2002 10 07t15 55 20 06 00 eric eldred himself was just on marketplace 1 nytimes debate to intensify on copyright extension law 2 front page of the business section below the fold it will fall to mr lessig who is a former clerk for supreme court justice antonin scalia and who has become a kind of rock star for the digital liberties set to convince the justices to accept the unconventional analysis if they do the decision could be a turning point in redefining a balance between copyright consumers and producers and the technology companies that are often in the middle newsweek glitterati vs geeks 3 larry lessig admits it he s nervous who wouldn t be in its narrowest context eldred v ashcroft deals with the seemingly arcane issue of the length of copyrights for books films and music but it s actually a high noon showdown between two great industries at odds in the age of the internet there s a sense of deja vu to this television was supposed to be the death of movies and in 1982 the film industry s silver tongued lobbyist jack valenti testified that the vcr is to the american film producer and the american public as the boston strangler is to the woman home alone video sales are now the studios biggest moneymaker naturally hollywood regards the computer internet combo as scarier than nightmare on elm street 1 http www marketplace org 2 http www nytimes com 2002 10 07 business media 07argu html 3 http www msnbc com news 817175 asp ,1
191, norton ad nbsp attention this is a must for all computer users nbsp new special package deal norton systemworks 2002 software suite professional edition includes six yes 6 feature packed utilitiesall for 1 special low price this software will protect your computer from unwanted and hazardous viruses help secure your private amp valuable information allow you to transfer files and send e mails safely backup your all your data quick and easily improve your pc s performance w superior integral diagnostics nbsp 6 feature packed utilities 1 great price a 300 combined retail value yours for only 29 99 lt includes free shipping gt don t fall prey to destructive viruses or hackers protect nbsp your computer and your valuable information and gt click here to order yours now lt click here for more information nbsp nbsp nbsp nbsp nbsp nbsp nbsp your email address was obtained from an opt in list opt in mrsa list nbsp purchase code 312 1 010 nbsp nbsp if you wish to be unsubscribed from this list please click here ,0
2345,on tue 27 aug 2002 jon wrote i has just been given an old toshiba cs100 with earliest pentium and 400mb of hd but only a floppy drive on it its got win3 1 which is funny to see again but gonna be cleared as soon as i stop messing with it what i was wondering was could anyone advise what o s would be good for this i want a small usable nix distro for it that i can transfer to it fom floppy connecting this to winblows i know that winblows allows pier to pier connections over serial and parellel ports to other winblows but is this easy do for connecting winblows to nix have done exactly this with debian only i used a pcmcia network card and did it off ftp esat net ucd bandwidth is rather good however if you ve another machine look into this null modem cable jobby http rosebud sps queensu ca edd t100cs html whether you can connect that to direct cable connectioni ve no idea you could however put the files onto windows boot onto a ilug bbc tm and mount the fat32 partition easier quicker way is to get your hands on a pcmcia nic also makes the maptop far more useful in the long run gavin irish linux users group ilug linux ie http www linux ie mailman listinfo ilug for un subscription information list maintainer listmaster linux ie ,1
171,i thought you might like these 1 slim down guaranteed to lose 10 12 lbs in 30 days http www freeyankee com cgi fy2 to cgi l 822slim1 2 fight the risk of cancer http www freeyankee com cgi fy2 to cgi l 822nic1 3 get the child support you deserve free legal advice http www freeyankee com cgi fy2 to cgi l 822ppl1 offer manager daily deals if you wish to leave this list please use the link below http www qves com trim social linux ie 7c29 7c134077 irish linux users group social events social linux ie http www linux ie mailman listinfo social for un subscription information list maintainer listmaster linux ie ,0
1330, groove really has people running scared oh shit here comes that groove thingy run for your life original message from mr fork to sent friday october 04 2002 8 12 pm subject documentum acquires e room melding content collaboration don t know much about eroom but there is the magic phrase collaborate in real time groove really has people running scared wonder if any users actually benefit from collaborating in real time http www internetwk com breakingnews inw20021004s0001 content management vendor documentum said late thursday it plans to acquire privately held e room technologies in a deal worth about 100 million documentum will issue approximately 7 7 million shares of its common stock and pay about 12 6 million in cash for all of the outstanding shares of eroom documentum makes a platform for enterprise wide content management eroom makes tools for enterprise collaboration its customers include airbus bausch lomb ford motor co and sony documentum announced plans this summer to deliver a new collaboration edition of its content management suite eroom was already integrating its tools to the documentum platform making an acquisition an easy target according to documentum president and ceo dave dewalt with the upcoming joint product customers will be able to collaborate in real time via virtual workspaces sharing schedules resources and even jointly creating content content creation and management has always been a collaborative task but workflow has usually been delivered via a web browser interface or even simple e mail and rarely in real time for now documentum will sell the eroom platform and its own content management system through combined sales channels further integration is planned down the line the companies said ,1
2292, anthony baxter the other thing on my todo list probably tonight s tram ride home is to add all headers from non text parts of multipart messages if nothing else it ll pick up most virus email real quick see the checkin comments for timtest py last night adding this code gave a major reduction in the false negative rate def crack content xyz msg x msg get type if x is not none yield content type x lower x msg get param type if x is not none yield content type type x lower for x in msg get charsets none if x is not none yield charset x lower x msg get content disposition if x is not none yield content disposition x lower fname msg get filename if fname is not none for x in fname lower split for y in x split yield filename y x msg get content transfer encoding if x is not none yield content transfer encoding x lower t for x in msg walk for w in crack content xyz x yield t w t i suspect most of that stuff didn t make any difference but i put it all in as one blob so don t know which parts did and didn t help ,1
707,2 things first the switch parser changed in a subtle way with 8 4 byte code compilation was added and it is slightly more strict in its parsing than the original parser you can only have a comment where tcl would expect to find a command switch has a pattern body strucutre so if you goof and put a comment where it is trying to find a pattern both of you will be confused with the results the subtlty arises with extra whitespace and newlines i can t give you the exact case but i know exmh had one example that stopped parsing correctly and was arguably wrong before 2nd i ve managed to remain fairly ignoranat of the pgp support in exmh so you ll have to dig in yourself or see if someone else on exmh users or exmh workers is having similar problems reg clemens said if you haven t already you should enable the debug log under hacking support preferences and look for clues there reg clemens said hi on sun 01 sep 2002 00 05 03 mdt reg clemens wrote in messages with gnupg signatures but punching the line always gives signature made thu aug 29 00 27 17 2002 mdt using dsa key i d bdd f997a can t check signature public key not found so something else is missing yes the public key of the signature you want to check are you really sure that you have the public key of the message s signature if not try downloading it or try to check a signature fro m which you know you have the public key ah sorry for not making that clearer but no previously v1 0 6 of gnupg there would be a slight pause at this poin t whi le it went out to get the public key from a keyserver now whether i have the key or not i get the failure message its as if it cant find gpg to execute it but i fixed that path so th ere must be something else that i am missing reg clemens reg dwf com exmh users mailing list exmh users redhat com https listman redhat com mailman listinfo exmh users brent welch software architect panasas inc pioneering the world s most scalable and agile storage network www panasas com welch panasas com partial solution and this may be related to using tcl tk 8 4b1 as i had a similar problem about a month ago elsewhere in exmh which you found but first i really feel like something has changed out from under me with my making no changes to exmh namely when i first got gpg up and working for reading signatures all i did was touch the check signature button and it went out and queried the keyserver for me now im getting a separate box after the failure to find the public key on my keyring asking me of i want to query keyserver i know that i never had to touch a query keyserver button in the past but there it is now and i havent touched exmh spooky i have been working back and forth between gpg 1 0 6 and 1 0 7 but its not clear how that could be the problem as im now getting the query message when running either ok enough about my confusion the current problem seems to be a comment in a switch statement at line 86 in pgpwww tcl tcl 8 4b1 doesnt like it and i get your popup box remove it and no popupbox but exmh hangs sigh so not a complete solution but at least a start thanks for the interest reg clemens reg dwf com brent welch software architect panasas inc pioneering the world s most scalable and agile storage network www panasas com welch panasas com exmh users mailing list exmh users redhat com https listman redhat com mailman listinfo exmh users ,1
131, freak cock img height 99 src http www jeweldive com 81 sle freak freak cock fpa clean 01 gif width 233 border 0 img height 99 src http www jeweldive com 81 sle freak freak cock fpa clean 02 gif width 220 border 0 img height 99 src http www jeweldive com 81 sle freak freak cock fpa clean 03 jpg width 127 border 0 img height 99 src http www jeweldive com 81 sle freak freak cock fpa clean 04 gif width 25 border 0 img height 59 src http www jeweldive com 81 sle freak freak cock fpa clean 05 jpg width 127 border 0 img height 59 src http www jeweldive com 81 sle freak freak cock fpa clean 06 gif width 326 border 0 img height 59 src http www jeweldive com 81 sle freak freak cock fpa clean 07 jpg width 152 border 0 img height 115 src http www jeweldive com 81 sle freak freak cock fpa clean 08 jpg width 127 border 0 img height 115 src http www jeweldive com 81 sle freak freak cock fpa clean 09 gif width 275 border 0 img height 115 src http www jeweldive com 81 sle freak freak cock fpa clean 10 jpg width 203 border 0 img height 35 src http www jeweldive com 81 sle freak freak cock fpa clean 11 jpg width 233 border 0 img height 35 src http www jeweldive com 81 sle freak freak cock fpa clean 12 gif width 169 border 0 img height 35 src http www jeweldive com 81 sle freak freak cock fpa clean 13 jpg width 203 border 0 img height 98 src http www jeweldive com 81 sle freak freak cock fpa clean 14 jpg width 233 border 0 img height 98 src http www jeweldive com 81 sle freak freak cock fpa clean 15 jpg width 220 border 0 img height 98 src http www jeweldive com 81 sle freak freak cock fpa clean 16 jpg width 152 border 0 img height 37 src http www jeweldive com 81 sle freak freak cock fpa clean 17 gif width 605 border 0 click here to be removed ,0
2371,url http www newsisfree com click 3 8699227 215 date 2002 10 09t12 01 59 01 00 live online one of britain s leading poets will be here tomorrow at 2 15pm to celebrate national poetry day post your questions now ,1
1456,url http www aaronsw com weblog 000619 date 2002 09 30t00 33 14 06 00 anyone have a copy of bell centennial i can borrow i wonder if i ll ever have 100 to spend on fonts matthew carter i d be happy to pay you the two cents in royalties you probably get for selling 100 worth of fonts update kevin marks 1 who is stupendously incredible for far more things than i can list here points out that gill sans which i was asking for earlier is included with os x i knew mac os x included a lot of great fonts 2 but i don t know how i overlooked this awesome tufte notes terrie miller 3 first ammendement beer bash isync beta 4 guess they learned a lesson from ical is out 1 http epeus blogspot com 2 http www apple com macosx features font html 3 http www oreillynet com terrie tufte 4 http www apple com isync ,1
1833,once upon a time ville wrote ah the mixer stuff was what made me look for an init script in the first place i didn t bother to check whether the existing stuff would have worked with that will try that out you can assume silence success well from what i ve tried both the main and the pcm at least volume levels can be controlled either by alsamixer or the good old aumix from what i can tell after only 2 days using it alsa rocks especially since having a full oss compatibility results that it breaks nothing at all agreed though with only 2 hours experience i guess hope some other people from the list will try it out both problems you reported libasound so and wrong xine dependency are now fixed in the current packages oh it s maybe also worth pointing out i ve implemented at last sorting by both last change date and alphabetically for my build list in the php code http freshrpms net builds and yes i accept patches comments suggestions about all those spec files matthias matthias saou world trade center edificio norte 4 planta system and network engineer 08039 barcelona spain electronic group interactive phone 34 936 00 23 23 rpm list mailing list http lists freshrpms net mailman listinfo rpm list ,1
1194,on a rh 8 box i m trying to install your package xine 0 9 13 fr5 i386 rpm i keep running into dependency problems i ve tried to install the dev and lib rpm s as well and they error out with dependency problems on each other they each want something from the other s package i ve tried the without options but still end up with similar for the regular package glut is needed by xine libs 0 9 13 fr5 aalib is needed by xine libs 0 9 13 fr5 lirc is needed by xine libs 0 9 13 fr5 libaa so 1 is needed by xine libs 0 9 13 fr5 libglut so 3 is needed by xine libs 0 9 13 fr5 what am i missing here thanks for your efforts quaffapint rpm list mailing list http lists freshrpms net mailman listinfo rpm list ,1
553,url http www newsisfree com click 3 8015195 1440 date not supplied researchers say they have made at least 50 000 atoms of cold antihydrogen analysing them may reveal why antimatter is so rare ,1
656,http www hughes family org bugzilla show bug cgi id 1049 felicity kluge net changed what removed added status new resolved resolution fixed additional comments from felicity kluge net 2002 10 03 13 26 hmmm my last message doesn t seem to have made it into bugzilla yet i ve committed a patch to fix this problem in both head and b2 4 0 the last message explains what the problem was and what the patch does to fix it you are receiving this mail because you are the assignee for the bug or are watching the assignee this sf net email is sponsored by thinkgeek welcome to geek heaven http thinkgeek com sf spamassassin devel mailing list spamassassin devel lists sourceforge net https lists sourceforge net lists listinfo spamassassin devel ,1
143, untitled attention this is a must for all computer users new special package deal norton systemworks 2002 software suite professional edition includes six yes 6 feature packed utilities all for 1 special low price 6 feature packed utilities 1 great price a 300 combined retail value free shipping click here now ,0
1193,who watched lathe of heaven a e 8 pm edt who has seen the original if it s airing now on the west coast do catch it gg ,1
416,i am trying to rebuild the recently posted alsa driver package for my kernel although i run red hat 7 3 i am not using a red hat kernel package my kernel is lovingly downloaded configured and built by hand call me old fashioned sadly the rpm rebuild fails part way through rpm rebuild alsa driver 0 9 0rc3 fr6 src rpm gcc dalsa build d kernel dmodule 1 i usr src redhat build alsa driver 0 9 0rc3 include i lib modules 2 4 18 build include o2 mpreferred stack boundary 2 march i686 dlinux wall wstrict prototypes fomit frame pointer pipe dexport symtab c sound c sound c 41 snd hack usb set interface undeclared here not in a function sound c 41 initializer element is not constant sound c 41 near initialization for ksymtab snd hack usb set interface value make 1 sound o error 1 the line in question looks like this usb workaround if linux version code kernel version 2 5 24 if defined config snd usb audio defined config snd usb audio module defined config snd usb midi defined config snd usb midi module 41 export symbol snd hack usb set interface endif endif any suggestions rpm list mailing list http lists freshrpms net mailman listinfo rpm list ,1
2136,owen byrne writes quoting http www quinion com words qa qa shi2 htm shiver my timbers from tad spencer please could you tell me where the phrase shiver my timbers originated this is one of those supposedly nautical expressions that seem to be better known through a couple of appearances in fiction than by any actual sailors usage it s an exclamation that may allude to a ship striking some rock or other obstacle so hard that her timbers shiver or shake so implying a calamity has occurred it is first recorded as being used by captain frederick marryat in jacob faithful in 1835 i won t thrash you tom shiver my timbers if i do it seems implausible to me that shiver here means to shake i don t recall seeing the word used transitively in that sense and web1913 lists that sense as v i or intransitive the transitive sense of shiver which we no longer use but which people used widely in the 1800s web1913 doesn t even list it as archaic or obsolete means to shatter into splinters normally with a blow shivering a boat s timbers of course leaves you with no boat shivering some of them which will happen if you hit a rock hard enough leaves you with a sinking boat so shiver my timbers if i do can be reasonably interpreted as a more vivid way of saying may i die suddenly if i do the interpretation suggested by quinion may my boat be damaged neither makes as much sense in context nor obeys the normal rules of grammar i ve sent a copy of this to quinion ,1
2337,url http www newsisfree com click 0 8597651 215 date 2002 10 06t02 28 04 01 00 will the last person to leave the tory party please turn out the light rachel cooke scours the land looking for conservative voters quizzes 1 crossword 2 interactive guides 3 steve bell 4 weblog 5 other news and comment met launches new sus patrols 6 1 http www newsisfree com quiz 0 7476 349695 00 html 2 http www newsisfree com crossword 0 4406 180778 00 html 3 http www newsisfree com interactive 0 2759 192055 00 html 4 http www newsisfree com cartoons 0 7371 337484 00 html 5 http www newsisfree com weblog 0 6798 517233 00 html 6 http www newsisfree com observer crimedebate story 0 12079 805631 00 html ,1
219, free liz claiborne reg fragrance for the fall congratulations jm netnoteinc com dear jm netnoteinc com you ve been selected to receive a bottle of liz claiborne reg fragrance free perfect to wear for any occassion liz claiborne reg is a light floral fragrance with just a hint of fresh citrus and mandarin you ll love it for the fall season nbsp click here now and we ll send this refreshing scent right out to you with only a few bottles on hand i know they won t last long guarantee your own good fortune and click here to claim your very own bottle of liz claiborne reg fragrance jm netnoteinc com act now and click here for a one time only chance sincerely shannon jones p s please feel free to forward this great offer to a friend special 1 store on thank yougift has great products at an amazing price guaranteed first quality 100 satisfaction guaranteed or your money back nbsp visit thank yougift to get in on all the bargains visit milesource com get miles for just being online a completely free no obligation program that rewards members for doing the things you already do get free movie tickets free videos free gifts even free airline tickets just for researching reading the news catching up on sports and shopping even playing games visit milesource com now all offers are based on 100 customer satisfaction yourfreepresent reserves the right to cancel this offer any time once quantities run out a handling charge of 5 93 will be applied to each item all merchandise and offers are based on first come first serve offer not valid in the state of california and washington you are receiving this mailing because you are a member of sendgreatoffers com and subscribed as jm netnoteinc com to unsubscribe click here http admanmail com subscription asp em jm netnoteinc com l sgo or reply to this email with remove in the subject line you must also include the body of this message to be unsubscribed any correspondence about the products services should be directed to the company in the ad em jm netnoteinc com em ,0
1444,on mon feb 04 2002 at 04 53 14pm 0100 matthias saou wrote it skips it see the etc apt apt conf file for this in my apt conf reads rpm leave list empty to disable allowedduppkgs kernel kernel smp kernel enterprise holdpkgs kernel source kernel headers if i understand this correctly then only kernel source and kernel headers are held from being installed but kernel will be installed right maybe i should test this on some vanilla system peter rpm list mailing list http lists freshrpms net mailman listinfo rpm list ,1
1037,jm jmason org justin mason writes except for 1 thing defanged mime messages that s a big problem but if you didn t just remove the headers and instead reverted back to the x spam prev versions it d more or less work btw fixed the downloads page check now un defangs mime it was screwing up some of my mass check results where sa markup was present yes if there ever was a warning about sa markup in mass check it never worked for me dan ,1
394,url http www newsisfree com click 2 8424915 1717 date 2002 10 01t09 35 16 01 00 img http www newsisfree com images fark salon gif salon ,1
355,lowest rates available for term life insurance take a moment and fill out our online form to see the low rate you qualify for save up to 70 from regular rates smokers accepted http ww1 bestoffersonthenet com termlifequote representing quality nationwide carriers act now to easily remove your address from the list go to http ww1 bestoffersonthenet com stopthemailplease please allow 48 72 hours for removal ,0
123, table id autonumber2 style border collapse collapse bordercolor 111111 cellspacing 1 cellpadding 0 width 715 border 0 img src http www frugaljoe com logo jpg border 0 img height 1 src http www salealerts com dot gif width 1 border 0 never pay retail img height 20 src http www salealerts com dot gif width 459 border 0 img height 1 src http www salealerts com dot gif width 1 border 0 nbsp nbsp you can count on blair com for savings selection and satisfaction all day nbsp nbsp every day plus for a limited time you ll enjoy free standard shipping on nbsp nbsp every order so shop now nbsp women s must have fashions nbsp men s dress and casual favorites nbsp home values for every room nbsp clearance closeouts at 40 75 off nbsp nbsp just click the button above to go to blair com and enjoy free shipping nbsp nbsp automatically on your entire order you ll see the savings at checkout nbsp nbsp don t wait this offer ends october 15 2002 blair 2000 2002 220 hickory st warren pa 16366 table id autonumber3 style border collapse collapse bordercolor 111111 cellspacing 1 cellpadding 0 width 715 border 0 img height 1 src dot gif width 1 border 0 img src http www frugaljoe com logo jpg border 0 img height 1 src http www salealerts com dot gif width 1 border 0 you have received this email because you have subscribed through one of our marketing partners if you would like to learn more about frugaljoe com then please visit our website www frugaljoe com if this message was sent to you in error or if you would like to unsubscribe please click a href http www frugaljoe com unsubscribe php eid 384847 moc cnietonten mj 1754388 12a1 here or cut and paste the following link into a web browser http www frugaljoe com unsubscribe php eid 384847 moc cnietonten mj 1754388 12a1 img height 20 src http www salealerts com dot gif width 459 border 0 ,0
224,dear sir madam if you are fed up of being ripped off by the british government every time you buy your tobacco then you should visit our website where you can now buy 4 cartons of cigarettes or 40 pouches of rolling tobacco from as little as 170 euros approx 105 pounds inclusive of delivery by registered air mail from our office in spain why pay more visit our website at http www cheapsmoking com id 2 best regards sales department cheap smoking spain xay1992361y ,0
1753,apols if this has been posted before http www pinkpaperclips net subs quiz2 html rob yahoo groups sponsor 4 dvds free s p join now http us click yahoo com pt6ybb nxieaa mg3haa 7gsolb tm to unsubscribe from this group send an email to forteana unsubscribe egroups com your use of yahoo groups is subject to http docs yahoo com info terms ,1
1325, anthony baxter well i ve finally got around to pulling down the sf code starting with it and absolutely zero local modifications i see the following how many runs is this summarizing for each how many ham spam were in the training set how many in the prediction sets what were the error rates run rates py over your output file the effect of set sizes on accuracy rates isn t known i ve informally reported some results from just a few controlled experiments on that jeremy reported improved accuracy by doubling the training set size but that wasn t a controlled experiment things besides just training set size changed between before and after ham distribution for all runs 589 items 0 00 35292 2 50 36 5 00 21 7 50 12 10 00 6 90 00 4 92 50 8 95 00 15 97 50 441 spam distribution for all runs 504 items 0 00 393 2 50 17 5 00 18 7 50 12 10 00 4 90 00 11 92 50 16 95 00 45 97 50 30226 my next current task is to complete the corpus i ve got it s currently got 9000 ham 7800 spam and about 9200 currently unsorted i m tossing up using either hammie or spamassassin to do the initial sort previously i ve used various forms of grep for keywords and a little gui thing to pop a message up and let me say spam ham but that s just getting too too tedious yup tagging data is mondo tedious and mistakes hurt i expect hammie will do a much better job on this already than hand grepping be sure to stare at the false positives and get the spam out of there i can t make it available en masse but i will look at finding some of the more interesting uglies one thing i ve seen consider this anecdotal for now is that the skip tokens end up in a lot of the f ps with probabilities favoring ham or spam a skip token is produced in lieu of word more than 12 chars long and without any high bit characters it s possible that they helped me because raw html produces lots of these however if you re running current cvs tokenizer retain pure html tags defaults to false now so html decorations should vanish before body tokenization ,1
2416,i think one step towards deployment is creating a re usable tokenizer for mail messages the current codebase doesn t expose an easy to use or easy to customize tokenizer the timtest module seems to contain an enormous body of practical knowledge about how to parse mail messages but the module wasn t designed for re use i d like to see a module that can take a single message or a collection of messages and tokenize each one i d like to see the tokenize by customizable too tim had to exclude some headers from his test data because there were particular biases in the test data if other people have test data without those biases they ought to be able to customize the tokenizer to include them or exclude others jeremy ,1
2101,two issues sorry but the following packages have unmet dependencies openssh depends openssl 0 9 5a but 0 9 6b 8 is installed php pgsql depends postgresql but it is not installed depends libpq so 2 e unmet dependencies try using f 1 i have the following openssl packages installed openssl perl 0 9 6b 8 openssl 0 9 6b 8 openssl095a 0 9 5a 11 openssl devel 0 9 6b 8 the openssl095a package should provide the openssl 0 9 5a compatibility but apt doesn t think so 2 i have postgresql installed from the source so that s why i need php pgsql is there a way to tell apt about packages i don t want it to complain about peter rpm list mailing list http lists freshrpms net mailman listinfo rpm list ,1
2295,once upon a time jesse wrote on fri 20 sep 2002 10 40 55 0200 matthias saou wrote but as it s the primary mailer i use you can be sure that as soon as it s updated to 0 8 3 i ll update my build it got updated so did my build if the original source is what you were mentioning one drawback they changed from pspell to aspell apparently and it requires aspell 0 50 which isn t even in rawhide so spell checking is disabled for now until i take a decision about it if i build recent aspell packages they may not be upgraded when ungrating to the next red hat linux release the final version of the limbos and null betas which is maybe not really desired i ll probably test and see matthias ps the spec file was massively updated and the with without options that can be used to rebuild the source packages are now listed in the description matthias saou world trade center edificio norte 4 planta system and network engineer 08039 barcelona spain electronic group interactive phone 34 936 00 23 23 rpm list mailing list http lists freshrpms net mailman listinfo rpm list ,1
1190,url http www joelonsoftware com news 20021009 html date not supplied img http www joelonsoftware com pictures dhtml2d jpg dynamic html 2d edition 1 ah danny goodman has released the new version of dynamic html 2 it s been a few years since the first edition which is still the best reference on html despite being severely out of date the new edition is 1400 packed pages that actually tells you what web browsers that are actually in use actually do which makes it invaluable it has been brought up to date with all the latest browsers and the newest html specs if you re working with html in any way shape or form this book is an absolute requirement 1 http www amazon com exec obidos tg detail 0596003161 joelonsoftware ref nosim 2 http www amazon com exec obidos tg detail 0596003161 joelonsoftware ref nosim ,1
453,url http scriptingnews userland com backissues 2002 09 23 when 12 00 00am date 1 1 1904 12 00 00 am phil wolff dave winer books i ll buy 1 sweet 1 http dijest com aka 2002 09 23 html a2082 ,1
937,once upon a time harri wrote you can t get the file index from here either http apt nixia no apt files the requested url apt files was not found on this server very strange then it works fine from here even shift reloading and with no proxy whatsoever during the past few days i ve experienced connection problems with that site from time to time but for me right now it s working maybe it s temporary if you need another apt repository with red hat linux 7 2 files there are a few others see http freshrpms net apt matthias matthias saou world trade center edificio norte 4 planta system and network engineer 08039 barcelona spain electronic group interactive phone 34 936 00 23 23 rpm list mailing list http lists freshrpms net mailman listinfo rpm list ,1
1561,i ve been running hammie on all my incoming messages and i noticed that multipart alternative messages are totally hosed they have no content just the mime boundaries for instance the following message 8 from somebody to neale woozle org subject booga content type multipart alternative boundary snot this is a multi part message in mime format snot content type text plain charset iso 8859 1 content transfer encoding 7bit hi there snot content type text html charset iso 8859 1 content transfer encoding 7bit hi there snot 8 comes out like this 8 from somebody to neale woozle org subject booga content type multipart alternative boundary snot x hammie disposition no 0 74 unrelated gar removed this is a multi part message in mime format snot snot 8 i m using python 2 3a0 1 sep 9 2002 22 56 24 i ve fixed it with the following patch to tim s tokenizer but i have to admit that i m baffled as to why it works maybe there s some subtle interaction between generators and lists that i can t understand or something being as i m baffled i don t imagine any theory i come up with will be anywhere close to reality in any case be advised that at least for me hammie will eat multipart alternative messages until this patch is applied the patch seems rather bogus though so i m not checking it in in the hope that there s a better fix i just wasn t capable of discovering 8 index tokenizer py rcs file cvsroot spambayes spambayes tokenizer py v retrieving revision 1 15 diff u r1 15 tokenizer py tokenizer py 10 sep 2002 18 15 49 0000 1 15 tokenizer py 11 sep 2002 05 01 16 0000 1 3 1 4 usr bin env python module to tokenize email messages for spam filtering import email 507 7 508 8 htmlpart textpart none stack part get payload while stack subpart stack pop subpart stack 0 stack stack 1 ctype subpart get content type if ctype text plain textpart subpart 8 ,1
57,hi everybody i m writing a web application in java tomcat jsp servlets database access with postgresql this will be released under the gpl and will eventually be useful as a framework for other web applications the application main focus is e commerce but not limited to that i would like to use some form of cryptography to protect data on the database but i have some problem figuring out the right approach above all how to store passwords and keys in a shared web server a problem that i was unable to solve is how to store keys for encryption decryption the api that i m using is the jca jdk1 4 x and the methods of saving generated keys in keystores fails always i can serialize the object and store in the database but this is not the most secure approach this key is needed to decrypt data in the database but the database is accessible from the web application assuming that i can find a good and secure place where to store the database password i can use a different database with different user argh to complex and doesn t really solve the problem where i can found good documentation about this topic there is another approach that i would share with the list something i thought that can be of bit interest but probabily wrong and insecure after all i m a real beginner in secure programming and i m here to learn methods and technics first of all i need a secure way to keep database passwords secure so i have to keep them separate from the main server the right approach could be using a small java bean application that run as normal user not tomcat so it is not shared with other web services or worst the nobody user that has no shell login but has a default home directory or a place where it can hold passwords and keys the web application could then open an ssl connection could be done in the init method at server startup to get database passwords the small bean could check via code signature rmi whatever else that the source is the right one and handle all the database connections or give the db connection password to the main web application in this way we solve the problem of keeping the keys and passwords in shared directories and also an attacker should get root bean user account to read data this is not perfect and works only if your provider gives the opportunity to configure a separated java application that means really another server running in the background any suggestions thank you mario torre please avoid sending me word or powerpoint attachments see http www fsf org philosophy no word attachments html ,1
170, norton ad take control of your computer with this top of the line software norton systemworks 2002 software suite professional edition includes six yes 6 feature packed utilitiesall for 1 special low price of only 29 99 this software will nbsp protect your computer from unwanted and hazardous viruses nbsp help secure your private amp valuable information nbsp allow you to transfer files and send e mails safely nbsp backup your all your data quick and easily nbsp improve your pc s performance w superior integral diagnostics nbsp you ll never have to take your pc to the repair shop again nbsp 6 feature packed utilities 1 great price a 300 combined retail value yours for only 29 99 lt price includes free shipping gt and for a limited time buy any 2 of our products amp get 1 free don t fall prey to destructive viruses or hackers protect nbsp your computer and your valuable information and gt click here to order yours now lt your email address was obtained from an opt in list opt in uefas united email federation against spam approved list nbsp purchase code 8594030 nbsp nbsp if you wish to be unsubscribed from this list please click here if you have previously unsubscribed and are still receiving this message you may email our spam abuse control center we do not condone spam in any shape or form thank you kindly for your cooperation ,0
562, barry a warsaw gives answers and asks questions here s the code that produced the header tokens x2n for x in msg keys x2n x x2n get x 0 1 for x in x2n items yield header s d x some responses 0 01 19 3559 header x mailman version 1 0 01 19 3559 header list id 1 0 01 19 3557 header x beenthere 1 these three are definitely mm artifacts although the second one could be inserted by other list management software it s described in an rfc since all the ham came from mailman and only 19 spam had it it s quite safe to assume then that i should ignore these for now 0 01 0 3093 header newsgroups 1 0 01 0 3054 header xref 1 0 01 0 3053 header path 1 these aren t mm artifacts but are byproducts of gating a message off of an nntp feed some of the other nntp headers are similar but i won t point them out below i should ignore these too then 0 01 19 2668 header list unsubscribe 1 0 01 19 2668 header list subscribe 1 0 01 19 2668 header list post 1 0 01 19 2668 header list help 1 0 01 19 2668 header list archive 1 rfc recommended generic listserve headers that mm injects ditto so why do you get two entries for this one 0 99 519 0 header received 8 0 99 466 1 header received 7 read the code the first line counts msgs that had 8 instances of a received header and the second counts msgs that had 7 instances i expect this is a good clue the more indirect the mail path the more of those thingies we ll see and if you re posting from a spam trailer park in tasmania you may well need to travel thru more machines note that header names are case insensitive so this one s no different than mime version similarly other headers in your list ignoring case here may or may not help that s for experiment to decide it s plausible that case is significant if e g a particular spam mailing package generates unusual case or a particular clueless spammer misconfigures his package 0 02 65 3559 header precedence 1 could be mailman or not this header is supposed to tell other automated software that this message was automated e g a replybot should ignore any message with a precedence bulk junk list rule of thumb if mailman inserts a thing i should ignore it or better i should stop trying to out think the flaws in the test data and get better test data instead 0 50 4 0 header 2 1 0 50 0 2 header heh i sucked out all the wordinfo keys that began with header the last line there was probably due to unrelated instances of the string header in message bodies harder to guess about the first line some headers of course are totally unreliable as to their origin i m thinking stuff like mime version content type to from etc etc everyone sticks those in the brilliance of anthony s just count them scheme is that it requires no thought so can t be fooled header lines that are evenly distributed across spam and ham will turn out to be worthless indicators prob near 0 5 so do no harm ,1
